template_id,source,currency,guarantee_type,method,language,template_type,sector,circular,joint_venture,envelope,validity_allowed,template_file,folder,active
B8ZB-054,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,(xem template_file),TT06-07,KO,,,THUOC CU - MOT GIAI DOAN MOT TUI HO SO - DOC LAP TT07.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT06-07,false
B8ZB-055,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,(xem template_file),TT06-07,KO,,,THUOC MOI - MOT GIAI DOAN MOT TUI HO SO - DOC LAP TT07.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT06-07,false
B8ZB-056,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,(xem template_file),TT06-07,KO,,,XAY LAP - MOT GIAI DOAN HAI TUI HO SO - DOC LAP TT06.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT06-07,false
B8ZB-057,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,(xem template_file),TT06-07,KO,,,XAY LAP - MOT GIAI DOAN MOT TUI HO SO - DOC LAP TT06.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT06-07,false
B8ZB-058,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,EC,TT22,KO,2 túi,,(BLOL) EC - HAI TUI HO SO - DOC LAP TT22.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT22,false
B8ZB-059,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,EC,TT22,KO,1 túi,,(BLOL) EC - MOT TUI HO SO - DOC LAP TT22.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT22,false
B8ZB-060,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,EP,TT22,KO,2 túi,,(BLOL) EP - HAI TUI HO SO - DOC LAP TT22.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT22,false
B8ZB-061,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,EP,TT22,KO,1 túi,,(BLOL) EP - MOT TUI HO SO - DOC LAP TT22.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT22,false
B8ZB-062,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,EPC,TT22,KO,2 túi,,(BLOL) EPC - HAI TUI HO SO - DOC LAP TT22.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT22,false
B8ZB-063,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,EPC,TT22,KO,1 túi,,(BLOL) EPC - MOT TUI HO SO - DOC LAP TT22.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT22,false
B8ZB-064,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,HANG HOA,TT22,KO,2 túi,,(BLOL) HANG HOA - HAI TUI HO SO - DOC LAP TT22.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT22,false
B8ZB-065,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,HANG HOA,TT22,KO,1 túi,,(BLOL) HANG HOA - MOT TUI HO SO - DOC LAP TT22.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT22,false
B8ZB-066,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,MUON MAY,TT22,KO,2 túi,,(BLOL) MUON MAY - HAI TUI HO SO - DOC LAP TT22.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT22,false
B8ZB-067,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,MUON MAY,TT22,KO,1 túi,,(BLOL) MUON MAY - MOT TUI HO SO - DOC LAP TT22.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT22,false
B8ZB-068,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,PC,TT22,KO,2 túi,,(BLOL) PC - HAI TUI HO SO - DOC LAP TT22.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT22,false
B8ZB-069,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,PC,TT22,KO,1 túi,,(BLOL) PC - MOT TUI HO SO - DOC LAP TT22.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT22,false
B8ZB-070,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,PHI TU VAN,TT22,KO,2 túi,,(BLOL) PHI TU VAN - HAI TUI HO SO - DOC LAP TT22.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT22,false
B8ZB-071,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,PHI TU VAN,TT22,KO,1 túi,,(BLOL) PHI TU VAN - MOT TUI HO SO - DOC LAP TT22.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT22,false
B8ZB-072,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,THUOC CU,TT22,KO,MOT GIAI DOAN MOT TUI,,(BLOL) THUOC CU - MOT GIAI DOAN MOT TUI HO SO - DOC LAP TT22.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT22,false
B8ZB-073,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,THUOC MOI,TT22,KO,MOT GIAI DOAN MOT TUI,,(BLOL) THUOC MOI - MOT GIAI DOAN MOT TUI HO SO - DOC LAP TT22.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT22,false
B8ZB-074,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,XAY LAP,TT22,KO,2 túi,,(BLOL) XAY LAP - HAI TUI HO SO - DOC LAP TT22.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT22,false
B8ZB-075,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,XAY LAP,TT22,KO,1 túi,,(BLOL) XAY LAP - MOT TUI HO SO - DOC LAP TT22.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT22,false
B8ZB-076,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,THUOC CU,TT40,KO,MOT GIAI DOAN HAI TUI,,(BLOL) THUOC CU - MOT GIAI DOAN HAI TUI HO SO - DOC LAP TT40.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT40,false
B8ZB-077,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,THUOC CU,TT40,KO,MOT GIAI DOAN MOT TUI,,(BLOL) THUOC CU - MOT GIAI DOAN MOT TUI HO SO - DOC LAP TT40.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT40,false
B8ZB-078,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,THUOC MOI,TT40,KO,MOT GIAI DOAN HAI TUI,,(BLOL) THUOC MOI - MOT GIAI DOAN HAI TUI HO SO - DOC LAP TT40.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT40,false
B8ZB-079,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,THUOC MOI,TT40,KO,MOT GIAI DOAN MOT TUI,,(BLOL) THUOC MOI - MOT GIAI DOAN MOT TUI HO SO - DOC LAP TT40.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT40,false
B8ZB-080,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,EC,TT79,KO,2 túi,,(BLOL) EC - HAI TUI HO SO - DOC LAP TT79.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT79,true
B8ZB-081,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,EC,TT79,KO,1 túi,,(BLOL) EC - MOT TUI HO SO - DOC LAP TT79.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT79,true
B8ZB-082,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,EP,TT79,KO,2 túi,,(BLOL) EP - HAI TUI HO SO - DOC LAP TT79.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT79,true
B8ZB-083,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,EP,TT79,KO,1 túi,,(BLOL) EP - MOT TUI HO SO - DOC LAP TT79.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT79,true
B8ZB-084,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,EPC,TT79,KO,2 túi,,(BLOL) EPC - HAI TUI HO SO - DOC LAP TT79.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT79,true
B8ZB-085,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,EPC,TT79,KO,1 túi,,(BLOL) EPC - MOT TUI HO SO - DOC LAP TT79.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT79,true
B8ZB-086,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,HANG HOA,TT79,KO,2 túi,,(BLOL) HANG HOA - HAI TUI HO SO - DOC LAP TT79.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT79,true
B8ZB-087,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,HANG HOA,TT79,KO,1 túi,,(BLOL) HANG HOA - MOT TUI HO SO - DOC LAP TT79.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT79,true
B8ZB-088,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,MUON MAY,TT79,KO,2 túi,,(BLOL) MUON MAY - HAI TUI HO SO - DOC LAP TT79.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT79,true
B8ZB-089,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,MUON MAY,TT79,KO,1 túi,,(BLOL) MUON MAY - MOT TUI HO SO - DOC LAP TT79.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT79,true
B8ZB-090,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,PC,TT79,KO,2 túi,,(BLOL) PC - HAI TUI HO SO - DOC LAP TT79.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT79,true
B8ZB-091,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,PC,TT79,KO,1 túi,,(BLOL) PC - MOT TUI HO SO - DOC LAP TT79.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT79,true
B8ZB-092,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,PHI TU VAN,TT79,KO,2 túi,,(BLOL) PHI TU VAN - HAI TUI HO SO - DOC LAP TT79.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT79,true
B8ZB-093,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,PHI TU VAN,TT79,KO,1 túi,,(BLOL) PHI TU VAN - MOT TUI HO SO - DOC LAP TT79.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT79,true
B8ZB-094,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,THUOC CU,TT79,KO,MOT GIAI DOAN MOT TUI,,(BLOL) THUOC CU - MOT GIAI DOAN MOT TUI HO SO - DOC LAP TT79.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT79,true
B8ZB-095,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,THUOC MOI,TT79,KO,MOT GIAI DOAN MOT TUI,,(BLOL) THUOC MOI - MOT GIAI DOAN MOT TUI HO SO - DOC LAP TT79.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT79,true
B8ZB-096,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,XAY LAP,TT79,KO,2 túi,,(BLOL) XAY LAP - HAI TUI HO SO - DOC LAP TT79.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT79,true
B8ZB-097,ONLINE_B8ZB,VND,BLDT,TG,TV,B8ZB,XAY LAP,TT79,KO,1 túi,,(BLOL) XAY LAP - MOT TUI HO SO - DOC LAP TT79.docx,B8ZB/Thư giấy/Mẫu Độc lập/TT79,true
B8ZB-098,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,HANG HOA,TT06-07,LD,MOT GIAI DOAN HAI TUI,,(BLOL) HANG HOA - MOT GIAI DOAN HAI TUI HO SO - LIEN DANH TT06.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT06-07,false
B8ZB-099,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,HANG HOA,TT06-07,LD,MOT GIAI DOAN MOT TUI,,(BLOL) HANG HOA - MOT GIAI DOAN MOT TUI HO SO - LIEN DANH TT06.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT06-07,false
B8ZB-100,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,PHI TU VAN,TT06-07,LD,MOT GIAI DOAN HAI TUI,,(BLOL) PHI TU VAN - MOT GIAI DOAN HAI TUI HO SO - LIEN DANH TT06.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT06-07,false
B8ZB-101,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,PHI TU VAN,TT06-07,LD,MOT GIAI DOAN MOT TUI,,(BLOL) PHI TU VAN - MOT GIAI DOAN MOT TUI HO SO - LIEN DANH TT06.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT06-07,false
B8ZB-102,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,THUOC CU,TT06-07,LD,MOT GIAI DOAN MOT TUI,,(BLOL) THUOC CU - MOT GIAI DOAN MOT TUI HO SO - LIEN DANH TT07.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT06-07,false
B8ZB-103,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,THUOC MOI,TT06-07,LD,MOT GIAI DOAN MOT TUI,,(BLOL) THUOC MOI - MOT GIAI DOAN MOT TUI HO SO - LIEN DANH TT07.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT06-07,false
B8ZB-104,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,XAY LAP,TT06-07,LD,MOT GIAI DOAN HAI TUI,,(BLOL) XAY LAP - MOT GIAI DOAN HAI TUI HO SO - LIEN DANH TT06.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT06-07,false
B8ZB-105,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,XAY LAP,TT06-07,LD,MOT GIAI DOAN MOT TUI,,(BLOL) XAY LAP - MOT GIAI DOAN MOT TUI HO SO - LIEN DANH TT06.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT06-07,false
B8ZB-106,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,(xem template_file),TT22,LD,,,(BLOL) CGTT - HANG HOA MTHS - LIEN DANH TT22.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT22,false
B8ZB-107,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,(xem template_file),TT22,LD,,,(BLOL) CGTT - PHI TU VAN MTHS - LIEN DANH TT22.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT22,false
B8ZB-108,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,EC,TT22,LD,2 túi,,(BLOL) EC - HAI TUI HO SO - LIEN DANH TT22.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT22,false
B8ZB-109,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,EC,TT22,LD,1 túi,,(BLOL) EC - MOT TUI HO SO - LIEN DANH TT22.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT22,false
B8ZB-110,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,EP,TT22,LD,2 túi,,(BLOL) EP - HAI TUI HO SO - LIEN DANH TT22.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT22,false
B8ZB-111,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,EP,TT22,LD,1 túi,,(BLOL) EP - MOT TUI HO SO - LIEN DANH TT22.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT22,false
B8ZB-112,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,EPC,TT22,LD,2 túi,,(BLOL) EPC - HAI TUI HO SO - LIEN DANH TT22.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT22,false
B8ZB-113,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,EPC,TT22,LD,1 túi,,(BLOL) EPC - MOT TUI HO SO - LIEN DANH TT22.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT22,false
B8ZB-114,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,HANG HOA,TT22,LD,2 túi,,(BLOL) HANG HOA - HAI TUI HO SO - LIEN DANH TT22.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT22,false
B8ZB-115,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,HANG HOA,TT22,LD,1 túi,,(BLOL) HANG HOA - MOT TUI HO SO - LIEN DANH TT22.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT22,false
B8ZB-116,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,MUON MAY,TT22,LD,2 túi,,(BLOL) MUON MAY - HAI TUI HO SO - LIEN DANH TT22.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT22,false
B8ZB-117,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,MUON MAY,TT22,LD,1 túi,,(BLOL) MUON MAY - MOT TUI HO SO - LIEN DANH TT22.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT22,false
B8ZB-118,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,PC,TT22,LD,2 túi,,(BLOL) PC - HAI TUI HO SO - LIEN DANH TT22.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT22,false
B8ZB-119,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,PC,TT22,LD,1 túi,,(BLOL) PC - MOT TUI HO SO - LIEN DANH TT22.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT22,false
B8ZB-120,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,PHI TU VAN,TT22,LD,2 túi,,(BLOL) PHI TU VAN - HAI TUI HO SO - LIEN DANH TT22.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT22,false
B8ZB-121,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,PHI TU VAN,TT22,LD,1 túi,,(BLOL) PHI TU VAN - MOT TUI HO SO - LIEN DANH TT22.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT22,false
B8ZB-122,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,XAY LAP,TT22,LD,2 túi,,(BLOL) XAY LAP - HAI TUI HO SO - LIEN DANH TT22.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT22,false
B8ZB-123,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,XAY LAP,TT22,LD,1 túi,,(BLOL) XAY LAP - MOT TUI HO SO - LIEN DANH TT22.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT22,false
B8ZB-124,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,THUOC CU,TT40,LD,MOT GIAI DOAN MOT TUI,,(BLOL) THUOC CU - MOT GIAI DOAN MOT TUI HO SO - LIEN DANH TT40.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT40,false
B8ZB-125,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,THUOC MOI,TT40,LD,MOT GIAI DOAN MOT TUI,,(BLOL) THUOC MOI - MOT GIAI DOAN MOT TUI HO SO - LIEN DANH TT40.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT40,false
B8ZB-126,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,EC,TT79,LD,2 túi,,(BLOL) EC - HAI TUI HO SO - LIEN DANH TT79.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT79,true
B8ZB-127,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,EC,TT79,LD,1 túi,,(BLOL) EC - MOT TUI HO SO - LIEN DANH TT79.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT79,true
B8ZB-128,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,EP,TT79,LD,2 túi,,(BLOL) EP - HAI TUI HO SO - LIEN DANH TT79.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT79,true
B8ZB-129,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,EP,TT79,LD,1 túi,,(BLOL) EP - MOT TUI HO SO - LIEN DANH TT79.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT79,true
B8ZB-130,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,EPC,TT79,LD,2 túi,,(BLOL) EPC - HAI TUI HO SO - LIEN DANH TT79.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT79,true
B8ZB-131,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,EPC,TT79,LD,1 túi,,(BLOL) EPC - MOT TUI HO SO - LIEN DANH TT79.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT79,true
B8ZB-132,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,HANG HOA,TT79,LD,2 túi,,(BLOL) HANG HOA - HAI TUI HO SO - LIEN DANH TT79.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT79,true
B8ZB-133,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,HANG HOA,TT79,LD,1 túi,,(BLOL) HANG HOA - MOT TUI HO SO - LIEN DANH TT79.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT79,true
B8ZB-134,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,MUON MAY,TT79,LD,2 túi,,(BLOL) MUON MAY - HAI TUI HO SO - LIEN DANH TT79.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT79,true
B8ZB-135,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,MUON MAY,TT79,LD,1 túi,,(BLOL) MUON MAY - MOT TUI HO SO - LIEN DANH TT79.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT79,true
B8ZB-136,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,PC,TT79,LD,2 túi,,(BLOL) PC - HAI TUI HO SO - LIEN DANH TT79.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT79,true
B8ZB-137,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,PC,TT79,LD,1 túi,,(BLOL) PC - MOT TUI HO SO - LIEN DANH TT79.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT79,true
B8ZB-138,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,PHI TU VAN,TT79,LD,2 túi,,(BLOL) PHI TU VAN - HAI TUI HO SO - LIEN DANH TT79.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT79,true
B8ZB-139,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,PHI TU VAN,TT79,LD,1 túi,,(BLOL) PHI TU VAN - MOT TUI HO SO - LIEN DANH TT79.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT79,true
B8ZB-140,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,THUOC CU,TT79,LD,MOT GIAI DOAN MOT TUI,,(BLOL) THUOC CU - MOT GIAI DOAN MOT TUI HO SO - LIEN DANH.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT79,true
B8ZB-141,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,THUOC MOI,TT79,LD,MOT GIAI DOAN MOT TUI,,(BLOL) THUOC MOI - MOT GIAI DOAN MOT TUI HO SO - LIEN DANH.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT79,true
B8ZB-142,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,XAY LAP,TT79,LD,2 túi,,(BLOL) XAY LAP - HAI TUI HO SO - LIEN DANH TT79.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT79,true
B8ZB-143,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,XAY LAP,TT79,LD,1 túi,,(BLOL) XAY LAP - MOT TUI HO SO - LIEN DANH TT79.docx,B8ZB/Thư điện tử/Mẫu Liên danh/TT79,true
B8ZB-144,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,HANG HOA,TT06-07,KO,MOT GIAI DOAN HAI TUI,,(BLOL) HANG HOA - MOT GIAI DOAN HAI TUI HO SO - DOC LAP TT06.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT06-07,false
B8ZB-145,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,HANG HOA,TT06-07,KO,MOT GIAI DOAN MOT TUI,,(BLOL) HANG HOA - MOT GIAI DOAN MOT TUI HO SO - DOC LAP TT06.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT06-07,false
B8ZB-146,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,PHI TU VAN,TT06-07,KO,MOT GIAI DOAN HAI TUI,,(BLOL) PHI TU VAN - MOT GIAI DOAN HAI TUI HO SO - DOC LAP TT06.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT06-07,false
B8ZB-147,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,PHI TU VAN,TT06-07,KO,MOT GIAI DOAN MOT TUI,,(BLOL) PHI TU VAN - MOT GIAI DOAN MOT TUI HO SO - DOC LAP TT06.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT06-07,false
B8ZB-148,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,THUOC CU,TT06-07,KO,MOT GIAI DOAN MOT TUI,,(BLOL) THUOC CU - MOT GIAI DOAN MOT TUI HO SO - DOC LAP TT07.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT06-07,false
B8ZB-149,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,THUOC MOI,TT06-07,KO,MOT GIAI DOAN MOT TUI,,(BLOL) THUOC MOI - MOT GIAI DOAN MOT TUI HO SO - DOC LAP TT07.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT06-07,false
B8ZB-150,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,XAY LAP,TT06-07,KO,MOT GIAI DOAN HAI TUI,,(BLOL) XAY LAP - MOT GIAI DOAN HAI TUI HO SO - DOC LAP TT06.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT06-07,false
B8ZB-151,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,XAY LAP,TT06-07,KO,MOT GIAI DOAN MOT TUI,,(BLOL) XAY LAP - MOT GIAI DOAN MOT TUI HO SO - DOC LAP TT06.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT06-07,false
B8ZB-152,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,(xem template_file),TT22,KO,,,(BLOL) CGTT - HANG HOA MTHS - DOC LAP TT22.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT22,false
B8ZB-153,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,(xem template_file),TT22,KO,,,(BLOL) CGTT - PHI TU VAN MTHS - DOC LAP TT22.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT22,false
B8ZB-154,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,EC,TT22,KO,2 túi,,(BLOL) EC - HAI TUI HO SO - DOC LAP TT22.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT22,false
B8ZB-155,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,EC,TT22,KO,1 túi,,(BLOL) EC - MOT TUI HO SO - DOC LAP TT22.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT22,false
B8ZB-156,ONLINE_B8ZB,VND,BLDT,ĐT,TV,B8ZB,EP,TT22,KO,2 túi,,(BLOL) EP - HAI TUI HO SO - DOC LAP TT22.docx,B8ZB/Thư điện tử/Mẫu Độc lập/TT22,false
